date, time, average_range
10/04/2025,23:00,13.55
10/04/2025,23:30,24.07
11/04/2025,00:00,13.21
11/04/2025,00:30,14.17
11/04/2025,01:00,20.24
11/04/2025,01:30,33.31
11/04/2025,02:00,39.62
11/04/2025,02:30,26.9
11/04/2025,03:00,22.38
11/04/2025,03:30,16.07
11/04/2025,04:00,14.55
11/04/2025,04:30,12.38
11/04/2025,05:00,13.41
11/04/2025,05:30,11.62
11/04/2025,06:00,18.31
11/04/2025,06:30,36.38
11/04/2025,07:00,28.9
11/04/2025,07:30,24.45
11/04/2025,08:00,27.69
11/04/2025,08:30,19.24
11/04/2025,09:00,29.55
11/04/2025,09:30,27.21
11/04/2025,10:00,20.31
11/04/2025,10:30,19.86
11/04/2025,11:00,25.21
11/04/2025,11:30,23.31
11/04/2025,12:00,25.59
11/04/2025,12:30,24.07
11/04/2025,13:00,25.52
11/04/2025,13:30,23.55
11/04/2025,14:00,25.03
11/04/2025,14:30,41.45
11/04/2025,15:00,32.1
11/04/2025,15:30,24.55
11/04/2025,16:00,20.76
11/04/2025,16:30,15.97
11/04/2025,17:00,18.69
11/04/2025,17:30,23.0
11/04/2025,18:00,21.21
11/04/2025,18:30,18.0
11/04/2025,19:00,12.97
11/04/2025,19:30,9.97
11/04/2025,20:00,16.62
11/04/2025,20:30,10.93
11/04/2025,21:00,9.55
11/04/2025,21:30,9.38
13/04/2025,23:00,44.28
13/04/2025,23:30,15.17
14/04/2025,00:00,14.93
14/04/2025,00:30,13.14
14/04/2025,01:00,15.31
14/04/2025,01:30,11.76
14/04/2025,02:00,26.69
14/04/2025,02:30,25.28
14/04/2025,03:00,17.1
14/04/2025,03:30,19.03
14/04/2025,04:00,15.07
14/04/2025,04:30,8.57
14/04/2025,05:00,11.34
14/04/2025,05:30,9.07
14/04/2025,06:00,13.14
14/04/2025,06:30,16.34
14/04/2025,07:00,15.52
14/04/2025,07:30,13.21
14/04/2025,08:00,12.72
14/04/2025,08:30,16.97
14/04/2025,09:00,21.34
14/04/2025,09:30,16.48
14/04/2025,10:00,16.41
14/04/2025,10:30,13.62
14/04/2025,11:00,19.76
14/04/2025,11:30,21.07
14/04/2025,12:00,17.59
14/04/2025,12:30,11.07
14/04/2025,13:00,19.9
14/04/2025,13:30,26.72
14/04/2025,14:00,31.17
14/04/2025,14:30,30.62
14/04/2025,15:00,21.76
14/04/2025,15:30,17.55
14/04/2025,16:00,16.31
14/04/2025,16:30,18.9
14/04/2025,17:00,14.17
14/04/2025,17:30,9.28
14/04/2025,18:00,12.86
14/04/2025,18:30,10.34
14/04/2025,19:00,8.1
14/04/2025,19:30,15.34
14/04/2025,20:00,8.93
14/04/2025,20:30,9.1
14/04/2025,21:00,8.31
14/04/2025,21:30,6.75
14/04/2025,23:00,6.39
14/04/2025,23:30,5.36
15/04/2025,00:00,4.32
15/04/2025,00:30,6.76
15/04/2025,01:00,9.1
15/04/2025,01:30,7.72
15/04/2025,02:00,17.76
15/04/2025,02:30,15.28
15/04/2025,03:00,11.07
15/04/2025,03:30,9.31
15/04/2025,04:00,10.39
15/04/2025,04:30,10.29
15/04/2025,05:00,7.31
15/04/2025,05:30,7.86
15/04/2025,06:00,9.66
15/04/2025,06:30,12.24
15/04/2025,07:00,10.9
15/04/2025,07:30,10.66
15/04/2025,08:00,12.28
