date, time, average_range
20/03/2025,22:00,3.79
20/03/2025,22:30,3.17
20/03/2025,23:00,4.13
20/03/2025,23:30,3.61
21/03/2025,00:00,5.68
21/03/2025,00:30,4.55
21/03/2025,01:00,7.89
21/03/2025,01:30,8.83
21/03/2025,02:00,8.24
21/03/2025,02:30,7.55
21/03/2025,03:00,7.24
21/03/2025,03:30,6.43
21/03/2025,04:00,6.03
21/03/2025,04:30,5.89
21/03/2025,05:00,5.28
21/03/2025,05:30,12.28
21/03/2025,06:00,9.03
21/03/2025,06:30,8.55
21/03/2025,07:00,7.48
21/03/2025,07:30,7.52
21/03/2025,08:00,11.07
21/03/2025,08:30,7.9
21/03/2025,09:00,9.07
21/03/2025,09:30,7.66
21/03/2025,10:00,6.55
21/03/2025,10:30,5.69
21/03/2025,11:00,6.72
21/03/2025,11:30,10.38
21/03/2025,12:00,9.76
21/03/2025,12:30,10.45
21/03/2025,13:00,12.07
21/03/2025,13:30,29.07
21/03/2025,14:00,24.34
21/03/2025,14:30,16.97
21/03/2025,15:00,14.1
21/03/2025,15:30,12.72
21/03/2025,16:00,11.07
21/03/2025,16:30,9.52
21/03/2025,17:00,7.69
21/03/2025,17:30,7.0
21/03/2025,18:00,7.1
21/03/2025,18:30,7.69
21/03/2025,19:00,7.04
21/03/2025,19:30,4.24
21/03/2025,20:00,4.32
21/03/2025,20:30,5.25
23/03/2025,22:00,8.1
23/03/2025,22:30,4.72
23/03/2025,23:00,4.93
23/03/2025,23:30,3.46
24/03/2025,00:00,6.61
24/03/2025,00:30,7.41
24/03/2025,01:00,8.66
24/03/2025,01:30,8.76
24/03/2025,02:00,7.38
24/03/2025,02:30,9.24
24/03/2025,03:00,6.93
24/03/2025,03:30,5.79
24/03/2025,04:00,4.68
24/03/2025,04:30,4.52
24/03/2025,05:00,5.63
24/03/2025,05:30,5.1
24/03/2025,06:00,7.48
24/03/2025,06:30,5.69
24/03/2025,07:00,7.62
24/03/2025,07:30,8.31
24/03/2025,08:00,7.93
24/03/2025,08:30,8.41
24/03/2025,09:00,8.76
24/03/2025,09:30,7.86
24/03/2025,10:00,8.72
24/03/2025,10:30,7.76
24/03/2025,11:00,6.86
24/03/2025,11:30,6.0
24/03/2025,12:00,9.31
24/03/2025,12:30,10.79
24/03/2025,13:00,10.48
24/03/2025,13:30,14.52
24/03/2025,14:00,13.21
24/03/2025,14:30,17.76
24/03/2025,15:00,14.21
24/03/2025,15:30,9.31
24/03/2025,16:00,7.86
24/03/2025,16:30,7.86
24/03/2025,17:00,9.21
24/03/2025,17:30,6.69
24/03/2025,18:00,7.55
24/03/2025,18:30,7.76
24/03/2025,19:00,5.66
24/03/2025,19:30,4.45
24/03/2025,20:00,5.59
24/03/2025,20:30,4.93
24/03/2025,22:00,4.0
24/03/2025,22:30,4.52
24/03/2025,23:00,3.81
24/03/2025,23:30,4.12
25/03/2025,00:00,4.21
25/03/2025,00:30,5.45
25/03/2025,01:00,7.21
25/03/2025,01:30,6.41
25/03/2025,02:00,6.69
25/03/2025,02:30,6.9
25/03/2025,03:00,6.03
25/03/2025,03:30,4.17
25/03/2025,04:00,4.57
25/03/2025,04:30,3.8
25/03/2025,05:00,6.41
25/03/2025,05:30,6.07
25/03/2025,06:00,5.21
25/03/2025,06:30,5.28
25/03/2025,07:00,6.62
25/03/2025,07:30,5.93
25/03/2025,08:00,9.28
25/03/2025,08:30,7.93
25/03/2025,09:00,5.48
25/03/2025,09:30,6.83
25/03/2025,10:00,6.03
25/03/2025,10:30,6.62
25/03/2025,11:00,5.83
25/03/2025,11:30,8.45
25/03/2025,12:00,11.9
25/03/2025,12:30,10.69
25/03/2025,13:00,9.72
25/03/2025,13:30,11.88
25/03/2025,14:00,11.88
25/03/2025,14:30,11.88
25/03/2025,15:00,11.88
25/03/2025,15:30,11.93
